location,location_other,timezone,expenses,workspace,class_attendance,enrollment_changes,preferred_grading,flu_symptoms,tested,self_quarantined,know_positive,spring_break,harvard_handling,harvard_comments,govt_handling,govt_comments,normal_estimate,thoughts,year,gender,ethnicity,freshman_dorm,house,concentration
Family home,,-4,340,I have reliable internet access and a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",7,"Not reassuring students that action would be taken to help us with shipping/storage in the move out caused a lot of stress in the first two days. Putting any note in the FAQ besides ""there will be no storage in the houses"" would have helped avoid this. Assuming that students would be able to front immense unexpected costs was also naive -- it is my understanding that by the end of the move out week, the FA office was very helpful, but early in the week people I knew were told ""this should have been in your budget"" for things like last minute plane tickets or storage. ",5,"Many areas were slow to react and allow local governments to act effectively (especially in the case of NYC). As someone in the NY metro area, it is clear this crisis will hit us hard. It is unclear to me whether the human cost due to the oncoming recession will be worth the human cost from coronavirus; however, it is our duty in this connected world to not endanger the public health of others.",6-12 months,,2021,Female,"White,Asian",,Eliot,Computer Science
Family home,,-7,570,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",6,"I think Harvard handled it poorly at first by releasing the decision without any details or support. This caused a mass panic, people buying out all the boxes at Staples/other nearby stores, etc. but then releasing more information just hours later that could have saved students hardship or money. Harvard also should have canceled classes the week leading up to Spring Break. Students were stressed about midterms and life upheaval simultaneously. Overall, I do think Harvard provided students with more support to their students than many other schools. The boxes, travel help, box coverage was all very helpful. However, it was frustrating that they only covered boxes for people on financial aid. I'm an Air Force ROTC cadet and would be on financial aid if it wasn't for my scholarship, I tried to get free boxes explaining my situation and was told no multiple times. This put me in a very stressful situation and Harvard should be aware that many students who are not on financial aid might have scholarships/other people covering finances and the students can't cover costs themselves. ",3,It is too slow and there should be a united national response instead of a state by state response.,2-3 months,,2020,Female,"White,American Indian or Alaska Native",,Leverett,Government
Family home,,-4,200,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",5,,4,,2-3 months,,2022,Female,White,,Adams,Environmental Science and Engineering
Family home,,-4,350,I have a quiet space to work but not reliable internet access,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",1,"The turnaround was too rapid to move out and predictably encouraged parties/senior goodbyes. Forcing travel also increases the risk of exposure. If the spread of COVID-19 among students was a concern, this was not an optimal course of action. Overall, it seems Harvard was not concerned for students' well-being and only wanted a response to avoid the headline ""students on Harvard's campus test positive for COVID-19."" Whether or not students get the virus due to Harvard's actions seemed to not matter - as long as they tested positive outside of the Harvard bubble, the administration could claim less liability.",4,,2-3 months,,2023,Female,Asian,Hollis,N/A,Statistics
Family home,,-4,100,I have reliable internet access and a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Universal A/A-,No,No,I have not self-quarantined after leaving campus,No,"No, I did not have spring break plans",1,,2,,3-6 months,,2022,Male,White,,Mather,Government
Family home,,-4,350,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal pass/fail,No,No,I have self-quarantinined from family and friends,No,"No, I did not have spring break plans",5,,2,,2-3 months,,2020,Male,White,,Eliot,Applied Mathematics
Family home,,6,0,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal A/A-,No,No,I have self-quarantinined from family and friends,No,"No, I cancelled spring break plans",7,,8,,2-3 months,,2023,Male,White,Pennypacker,,Psychology
A friend's house,,-4,500,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have dropped classes,Universal A/A-,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",Yes,"Yes, but it was not the spring break trip I planned",6,,2,,3-6 months,,2020,Female,"White,Hispanic or Latino",N/A,Cabot,Neurobiology
Family home,,-4,400,I have reliable internet access and a quiet space to work,Watching live on Zoom,I have changed classes to pass/fail,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",9,I was content.,2,They are hardly responding and lying about their response.,6-12 months,,2021,Female,"White,Hispanic or Latino",,Mather,Economics
On campus with exemption,,-4,200,I have a quiet space to work but not reliable internet access,Not watching lectures,I have not made grading or enrollment changes,None of the above,No,No,I have not self-quarantined after leaving campus,No,"No, I cancelled spring break plans",3,,5,"Big oof on the whole diagnostic reagent mishap, but honestly I feel like I understand that mistake being made. They sent test kits all around the country, but then one of the reagents was unreliable and needed replacement. Their response to that issue wasn't good (took a while to just let labs make it themselves which is pretty easy to do), but it wasn't horrible either.",2-3 months,"Would be cool for someone to model (maybe someone at the Open Data Project) how extending the amount of time that hospital urgent care units are at capacity by social distancing and other measures will result in excess non coronavirus deaths from lack of care (ie not enough beds for car accident victim, elderly person with the regular flu, etc)",2020,Male,Middle Eastern or North African,,Currier,Chemical and Physical Biology
Family home,,-6,400,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have changed classes to pass/fail,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I did not have spring break plans",8,"I think students who are not on financial aid still should have received some financial help. I am not personally on financial aid but my parents had a hard time paying for last-minute flights/shipping of boxes, etc. Especially given the economic downturn, my parents and I were stressed about the expense of moving out despite not being on financial aid. ",4,,3-6 months,,2020,Female,White,,Lowell,Computer Science
Family home,,-7,150,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I did not have spring break plans",5,"Harvard did the right thing to send students home, but did far too little to plan for students' eviction and extend help to disadvantaged students. These measures only were announced in the days following the announcement, and in a very staggered, haphazard way.",2,,3-6 months,,2020,Male,White,,Adams,"Earth and Planetary Sciences,Environmental Science and Public Policy"
Family home,,-4,150,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Optional pass/fail,No,No,I have self-quarantinined from family and friends,Yes,"No, I did not have spring break plans",7,"I am glad that Harvard asked us to leave campus. I do think that when President Bacow's email went out that there should have been plans for financial aid for storage and transportation delineated. I understand that everything was very rushed, but even a sentence that said something along the lines of ""we are working on financial aid packages for the move-out process"" would have helped. ",2,"When our own president can't take this pandemic seriously, I do not understand how civilians are supposed to understand the gravity of the situation. There should be national standards, and just pumping money into the economy is not sufficient. There should also be regular communication from the federal body to the nation's people about actions being taken. 
",3-6 months,,2021,Female,Asian,,Cabot,Neurobiology
Family home,,-6,400,I have a quiet space to work but not reliable internet access,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",6,,2,"Our president (Mexico) is doing the opposite of what is recommended. He is trying to incentivize the population to hug each other, pray, and eat out in restaurants in order to support our local economy.",3-6 months,,2022,Female,Hispanic or Latino,,Cabot,Economics
Family home,,-5,500,I have a quiet space to work but not reliable internet access,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal A/A-,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",5,,4,,3-6 months,,2023,Male,White,Thayer,,Human Evolutionary Biology
Family home,,-3,0,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I did not have spring break plans",6,,3,National government response is bad but the governors and state governments have really stepped up.,3-6 months,,2023,Female,White,Thayer,N/A,Molecular and Cellular Biology
Family home,,-7,600,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Optional pass/fail,Severe symptoms,No,I have self-quarantinined from family and friends,Yes,"No, I cancelled spring break plans",7,,3,,3-6 months,,2020,Male,White,,Dunster,Computer Science
Family home,,,0,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",6,,4,,2-3 months,,2023,Female,Asian,Stoughton,N/A,Psychology
Family home,,-7,600,I have a quiet space to work but not reliable internet access,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal A/A-,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",Yes,"Yes, but it was not the spring break trip I planned",5,,3,,2-3 months,Mainly worried about my parents. They're health care workers and their hospital is running low on supplies. I also had to move my MCAT date for this and now I might not be able to apply this year.,2020,Male,Hispanic or Latino,Wigglesworth,Pfoho,Neurobiology
Family home,,-4,100,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal A/A-,No,No,I have self-quarantinined from family and friends,Yes,"No, I cancelled spring break plans",5,,3,,6-12 months,,2020,Female,Black or African American,,Cabot,"African and American Studies,History and Science"
Family home,,-4,0,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal pass/fail,No,No,I have not self-quarantined after leaving campus,No,"No, I did not have spring break plans",7,"Current information shows that Harvard's decision to send all students home was the best one. However, I felt that the 5 day notice was unreasonably abrupt and put a large burden on students. If the administration had considered this earlier, I would have appreciated notice earlier, so that I could prepare in the event that an evacuation would happen. I would have had more time to consider storage options and made choices that would have improved my academic position. Because of the short notice, I had to skip almost all of my classes to pack and prepare to leave campus. I don't know if the university gained some knowledge on March 8th or 9th that made an immediate evacuation by the 15th the best option for evacuation, but even a few more days (or a few more days knowledge) would have been extremely valuable. I understand the need to keep the campus calm, so that was likely a factor, but I would have appreciated more communication and transparency than was provided about the risks of staying on campus and the administration's reasoning for evacuation.",4,"Like all outbreak responses, it was delayed, reactionary, and inconsistent. I wish that greater concern had informed policy changes, because right now, the weak response is barely helping. Some state governors have been taking better action, but the response has still been below the level needed for public safety.",3-6 months,,2022,Female,Black or African American,,Cabot,Molecular and Cellular Biology
Family home,,0,100,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Optional pass/fail,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I did not have spring break plans",5,Extremely emotional and hurtful process to seniors. Gravity of the situation was not clear until much later.,2,This should have been flagged as an issue much earlier. Perhaps that could have prevented things from escalating to this point.,3-6 months,,2020,Female,Asian,,Adams,Statistics
Family home,,-4,800,I have reliable internet access but not a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",7,"the lag time between the announcement that we were to move off campus and the announcement about how Harvard was going to help us (Olympia storage, boxes, etc) was too long... ",2,it just horrible... Trump totally downplayed this since Feb. It is inexcusable to put the economy's well being over that of his citizens.,3-6 months,"I think the chance of us entering a dystopian type of society is possible... those who can afford to self quarantine will continue doing so and those who need work will work.. 

How do we not have enough medical supplies??",2021,Female,White,,,Psychology
Personal apartment/housing,,-4,0,I have reliable internet access and a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Universal pass/fail,No,No,I have self-quarantinined from family and friends,Yes,"No, I cancelled spring break plans",8,,1,,Never,,2020,Non-binary,White,Holworthy,Dunster,History
Family home,,-5,500,I have reliable internet access and a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",6,,4,,3-6 months,,2022,Male,Asian,N/A,Leverett,Applied Mathematics
A friend's house,,-4,0,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal A/A-,No,No,I have not self-quarantined after leaving campus,No,"No, I did not have spring break plans",0,"I believe that Harvard admin did a terrible job with their response. They gave students little notice to pack up their things and leave, but still didn't cancel that week's classes. They didn't communicate will with the Houses or different offices on campus. They tried to refuse paying their subcontract workers. Then they just switched to a universal pass/fail policy, which brings significant harm to me and other students who relied on this semester to help increase their GPA for graduate schools. ",1,"I am quite disappointed in the lack of action taken by the federal government, and I am hoping for systematic change to come in the future. ",6-12 months,,2020,Male,Other,Wigglesworth,Currier,Neurobiology
Family home,,-5,600,I have reliable internet access and a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Optional pass/fail,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",7,"The response itself (that is, evacuation) was proper and understandable. The execution was lacking. They offered little real help by way of getting home and off campus. And the mandatory pass/fail thing is frustrating (I wanted to boost my GPA). And you would think that, with its $40bn endowment, Harvard would be able to discount tuition for the rest of the semester, given that our classes are total jokes now.",3,"Denialism, politicization, and self-service run rampant in the Trump administration and their poor, late-implemented policy moves cost Americans lives and set the economy into a tailspin.",3-6 months,,2021,Male,White,Grays,Leverett,"History and Literature,    Music"
Family home,,-4,0,I have neither a quiet space to work nor reliable internet access,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,None of the above,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I did not have spring break plans",9,"Honestly, it isn't convenient for us (the students), but it is for sure probably much less convenient for Harvard. I think telling us to move out in 5 days seemed extreme, definitely at first, but they pulled through with resources for everyone.",3,"It is the United States. I think a lot of false hope is being created, but not in a beneficial way, more in a ""oh we are all fine we don't have to worry"" whereas it's a little more extreme than what the government (mainly the president) is claiming.",3-6 months,Damn it sucks.,2023,Male,White,Canaday,,Physics
Family home,,-6,500,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal pass/fail,No,No,I have self-quarantinined from family and friends,No,"No, I did not have spring break plans",8,,2,,2-3 months,,2023,Male,Asian,Thayer,,Computer Science
On campus with exemption,,-4,20,I have reliable internet access and a quiet space to work,Watching live on Zoom,,Universal A/A-,No,No,I have not self-quarantined after leaving campus,No,"No, I did not have spring break plans",,,,,,,2022,Male,Asian,,Currier,Computer Science
Personal apartment/housing,,-4,1000,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal pass/fail,No,No,I have not self-quarantined after leaving campus,No,"No, I cancelled spring break plans",2,,1,,3-6 months,,2021,Female,Prefer not to say,,,
Family home,,-4,0,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,I have changed classes to pass/fail,Universal pass/fail,No,No,I have not self-quarantined after leaving campus,Yes,"No, I cancelled spring break plans",7,,2,Testing has been a fiasco.,2-3 months,,2022,Female,White,,Currier,Economics
A friend's house,,-4,305,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,I have changed classes to pass/fail,Universal A/A-,No,No,I have not self-quarantined after leaving campus,No,"No, I did not have spring break plans",4,The eviction was not well thought out. They could have given us an earlier notice so that we had more than 5 days to leave the campus.,8,"The social isolation policies (shelter in place, lockdowns) are a good call.",3-6 months,,2021,Female,Asian,N/A,Quincy,Neurobiology
Family home,,-4,20,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,,Universal pass/fail,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",No,"Yes, but it was not the spring break trip I planned",7,,3,,3-6 months,,2022,Male,White,Hollis,Dunster,Computer Science
Family home,,-7,500,I have reliable internet access and a quiet space to work,Watching live on Zoom,,Optional pass/fail,No,No,I have self-quarantinined from family and friends,No,"No, I did not have spring break plans",4,,4,,6-12 months,,2020,Non-binary,"Black or African American,Asian",,Dunster,Classics
Family home,,-7,1200,I have reliable internet access but not a quiet space to work,Not watching lectures,,Universal pass/fail,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I did not have spring break plans",6,"It was generally pretty ahead of the curve, although definitely frustrating in how tone-deaf some of the actions were.",2,Fuck Trump,3-6 months,,2023,Male,"White,Asian",Lionel,N/A,Statistics
A friend's house,,-4,20,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,,Universal pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",7,,3,,3-6 months,,2021,Female,White,,Dunster,"    Neurobiology,    Philosophy"
Family home,,-4,,I have reliable internet access but not a quiet space to work,Watching live on Zoom,,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",4,,3,,3-6 months,,2022,Female,Prefer not to say,,Currier,
Family home,,-4,0,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,,Universal A/A-,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",6,"I wish they had solidified some details and given us more information in the beginning rather than creating so much uncertainty. Throughout the whole process, I felt like Harvard's response created more anxiety among students.",5,,3-6 months,,2023,Female,Asian,Hurlbut,,"Computer Science,Economics"
Family home,,-4,,I have reliable internet access and a quiet space to work,Watching live on Zoom,,None of the above,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I did not have spring break plans",4,,2,,3-6 months,,2021,Female,White,,Dunster,"History and Literature,    Visual and Environmental Studies"
Family home,,-7,700,I have neither a quiet space to work nor reliable internet access,Mix of both live and recorded lectures/sections,,Universal pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",9,I appreciate that harvard took swift action to ensure our safety (although I wish they had given more notice) and provided financial resources for those who needed them. I also Really appreciate the universal pass/fail as it shows care for their most vulnerable student populations.,3,,6-12 months,,2021,Female,"White,Hispanic or Latino",,Dunster,Applied Mathematics
Other (please specify),brother's apartment,-4,150,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",1,"I think the administration did not handle it well. Just looking at other universities (take for example SUNY schools), Harvard could've had a clearer plan from the start, could have given us longer to move out, could have been more lenient in letting people stay on campus if they chose to with limited group meeting (like how the tutors are still there), and they could have given people a break. Other schools extended school break and cancelled assignments, but Harvard just gave a weeklong extension, which only accomplished taking away spring breaks from people who had just been evicted, and giving them not a second to themselves to breathe.",1,trash. There could have been so much more done.,3-6 months,,2021,Female,Black or African American,,Quincy,Government
Family home,,-4,200,I have reliable internet access and a quiet space to work,Watching live on Zoom,,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",6,"I think they made the right decision to send people home, however, I have been impacted by the emergency SAT/UNSAT",4,,2-3 months,,2021,Female,White,N/A,Kirkland,Human Developmental and Regenerative Biology
Personal apartment/housing,,-4,0,I have reliable internet access and a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Universal pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",4,"I think Harvard made the right call to send students home ASAP, but the disorganized way they implemented the resources leaves a lot to be said.",4,"In the US, we should have been working on distributing test kits widely, which would have cut down significantly on the uncertainty.",3-6 months,,2022,Male,Asian,,Lowell,"Applied Mathematics,Engineering Sciences,    Mechanical Engineering,    Physics"
Family home,,-7,0,I have reliable internet access but not a quiet space to work,Watching live on Zoom,,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",4,"Harvard should have given us more notice about moving out, or at the very least that the administration had been seriously considering it/meeting about it. ",1,"There is literal no national cohesiveness, and it's deeply concerning and confusing to me as to why Trump hasn't enacted the Defense Production Act yet. ",3-6 months,,2020,Female,Prefer not to say,N/A,Dunster,Social Studies
A friend's house,,-6,80,I have reliable internet access and a quiet space to work,Watching recorded lecture,,Universal pass/fail,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",8,,7,,2-3 months,,2021,Female,Middle Eastern or North African,N/A,Adams,Computer Science
Family home,,-6,500,I have reliable internet access and a quiet space to work,Watching live on Zoom,,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I did not have spring break plans",5,"I like that they quickly evacuated us before the pandemic worsened, but I do not like their grading policies in response to the emergency at all whatsoever.",4,,3-6 months,,2022,Female,Asian,,Adams,Human Developmental and Regenerative Biology
A friend's house,,-4,50,I have reliable internet access but not a quiet space to work,Watching live on Zoom,,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",5,,3,,2-3 months,,2022,Female,"White,Hispanic or Latino",N/A,Pfoho,Neurobiology
Family home,,,,I have a quiet space to work but not reliable internet access,Watching recorded lecture,,None of the above,No,Yes,I have self-quarantinined from family and friends,No,"No, I cancelled spring break plans",8,,7,,3-6 months,,,,,,,
Personal apartment/housing,,-4,100,I have reliable internet access and a quiet space to work,Watching live on Zoom,,Optional pass/fail,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",3,,1,,3-6 months,,2022,Female,"White,Hispanic or Latino",,Adams,Chemistry
Family home,,-5,700,I have reliable internet access and a quiet space to work,Watching live on Zoom,,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",7,,3,,2-3 months,,2021,Female,White,,Adams,History and Literature
A friend's house,,-4,300,I have reliable internet access but not a quiet space to work,Not watching lectures,,Universal pass/fail,Severe symptoms,No,I have self-quarantinined from family and friends,Yes,"No, I cancelled spring break plans",4,I wish they had been more outwardly sympathetic towards the seniors,5,,2-3 months,,2020,Male,White,,Adams,Environmental Science and Public Policy
Family home,,-4,55,I have a quiet space to work but not reliable internet access,Mix of both live and recorded lectures/sections,,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",7,"They made a good decision, but it was so short notice that it was really damaging to our ability to adjust and prepare. Also, it was hard to pack and keep up with classes which were still going. Also, the university could’ve figured out everything such as financial aid questions before they released the decision. Overall, good decision, but incredible hard on the students ",6,"Too slow with response. To slow the spread we need more tests so we can screen the public and we need every state to go on lockdown, not just states with severe outbreaks! That being said, they are definitely trying ",6-12 months,This is so difficult emotionally and socially to be isolated from home friends and separated from college friends.,2022,Female,White,,Adams,Integrative Biology
Family home,,-4,0,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,,Universal pass/fail,No,No,I have not self-quarantined after leaving campus,Yes,"No, I cancelled spring break plans",4,Harvard should have forced students to stay on campus rather than sending us away.,1,"US gov't has made a mess out of this. Very few tests, not enough resources for hospitals and medical professionals.",2-3 months,I want this to be over and I want everything to go back to normal. :(,2021,Female,Black or African American,,Adams,Molecular and Cellular Biology
Family home,,-4,200,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",6,"The decision itself was an unfortunate one, but a good one. If this question asked about the decision itself, I would have responded 10/10. I respond with a 6 because Harvard did a terrible job handling the subsequent student questions of such a decision. They put the onus on low-income and international students who cannot afford/are not able to go home to advocate for themselves. They put the onus on senior thesis writers to receive accommodation (as the deadline for most social science thesis were 1-2 days after they announced the move out) and hope that their department was nice. Had administrators taken 15 minutes and brainstormed all the questions students could have, they could have acknowledged the valid concerns and let students know that they are working on a policy, so support and policies for such issues would not be the result of students expressing anxiety (i.e. ""We know that not all students have the means to travel home on such short notice, and will share our plan in next days""). ",2,"I blame the federal government for the high mortality that the USA will face. Their utter lack of preparation, unreasonable hesitation to enact legislation to increase production of lifesaving supplies (i.e. ventilators, masks, etc), and unwillingness to listen to MEDICAL PROFESSIONALS is terrifying. It is even more terrifying that Trump's approval rating is (relatively) good.  ",3-6 months,This is a shit show.,2020,Female,White,Holworthy,Adams,Social Studies
Family home,,-10,500,I have reliable internet access but not a quiet space to work,Watching live on Zoom,,Universal A/A-,Mild symptoms,No,I have self-quarantinined from family and friends,No,"No, I did not have spring break plans",1,I have class at 3am and my professors are giving me shit for not doing my best work or being most attentive.,1,,Never,,2022,Male,Asian,,Eliot,English
Family home,,-4,,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",0,It was disgraceful that they kicked us out of the dorms. Harvard must make it up to the class of 2020,1,,2-3 months,,2020,Male,White,,Eliot,
Other (please specify),My boyfriend's house,-4,1000,I have reliable internet access and a quiet space to work,Watching live on Zoom,,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",10,"
The new policy does not value ALL Harvard students. This policy does NOT benefit all of the students that it claims to protect; in fact, it exacerbates some of the disadvantages that FGLI students, COVID-19 Level 3 country students, students who are now caregivers, students working jobs and other at-risk communities face. Students who do not have access to internet, a stable home environment etc. are still able to receive an UNSAT failing grade, that would negatively impact their academic record; a 0.0/4.0. We need to protect our most at-risk communities with an equitable solution, so that no Harvard student fails in this unsettling time. ",8,"I am from New Zealand, and they have shut down EVERYTHING. Everyone is in a nationwide lockdown for 4 weeks. There are no flights. There can be fines if you are out in public with no good reason. Our Prime Minister is AMAZING. On the other hand, the USA is an absolute mess if I am being honest. I only stayed here to try complete online classes to the best of my ability. Now I can't even get back to NZ because they have shut down all flights there. ",6-12 months,,2020,Female,White,Weld,Quincy,Neurobiology
Family home,,-7,900,I have a quiet space to work but not reliable internet access,Mix of both live and recorded lectures/sections,,Universal A/A-,No,No,I have self-quarantinined from family and friends,No,"No, I cancelled spring break plans",6,,3,,3-6 months,,2023,Female,Asian,Hollis,,Computer Science
Family home,,-4,100,I have reliable internet access and a quiet space to work,Watching live on Zoom,,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",9,,8,,3-6 months,,2023,Female,White,Grays,,Government
Family home,,-7,700,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,,Universal pass/fail,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I did not have spring break plans",5,"Harvard's response was appropriate given the circumstances. I'm one of the borderline cases where my parents drain my mental health and cause my ability to work to be decreased, and I'd say both my parents are pretty emotionally manipulative, but I didn't know if I qualified for an exception to stay on campus, so I didn't file. I would have appreciated more guidance on this. Also, they should have locked down campus instead of sending us all home to spread the virus.",1,"Trump literally bungled testing and bungled this whole thing. If we had more consistent and readily available testing and started quarantining earlier, it wouldn't be this bad.",3-6 months,I hope my internship isn't cancelled.,2023,Female,"White,Asian",Matthews,,Applied Mathematics
Family home,,-4,700,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",10,"They did the right thing and got a lot of flak for it, but their decision has proved correct",10,The US is empowering incredible public health experts to contain and mitigate the virus.,3-6 months,,2022,Male,Black or African American,Matthews,Quincy,Psychology
Family home,,-4,0,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,,Universal pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",8,"I'm grateful for all the adjustments the faculty made for us, in terms of granting extensions and leniency. I also think the call to move out rapidly was a good one.",2,The U.S. should have acted more quickly and with more force to contain the outbreak.,3-6 months,,2021,Female,Asian,N/A,Quincy,Neurobiology
